"","final_gen_sp","gen_sp_us","Herbatio_us","Presence_us","gen_sp_lin","Herbatio_lin","Micro.habitat","Presence_lin","Family.y","Flower_morphology","Flower_colour","annual_perennial","Nitrogen_use","compatibility","origin"
"1021","Geranium sanguineum","Geranium sanguineum","Danmark",1,NA,NA,NA,0,"Geraniaceae","O","purple-pink","p",3,NA,"native"
"1022","Geranium sanguineum","Geranium sanguineum","Haga",0,NA,NA,NA,0,"Geraniaceae","O","purple-pink","p",3,NA,"native"
"1023","Geranium sanguineum","Geranium sanguineum","Gottsunda",0,"Geranium sanguineum","Gottsunda","8 Bovilia Pastoris",1,"Geraniaceae","O","purple-pink","p",3,NA,"native"
"1024","Geranium sanguineum","Geranium sanguineum","Ultuna",0,NA,NA,NA,0,"Geraniaceae","O","purple-pink","p",3,NA,"native"
"1025","Geranium sanguineum","Geranium sanguineum","Jumkil",0,NA,NA,NA,0,"Geraniaceae","O","purple-pink","p",3,NA,"native"
"1026","Geranium sylvaticum","Geranium sylvaticum L.","Jumkil",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1027","Geranium sylvaticum","Geranium sylvaticum L.","Gottsunda",3,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1028","Geranium sylvaticum","Geranium sylvaticum L.","Vaksala",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1029","Geranium sylvaticum","Geranium sylvaticum L.","Ultuna",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1030","Geranium sylvaticum","Geranium sylvaticum L.","Husby",0,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1031","Geranium sylvaticum","Geranium sylvaticum L.","Danmark",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1032","Geranium sylvaticum","Geranium sylvaticum L.","Haga",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1033","Geranium sylvaticum","Geranium sylvaticum L.","GamlaUppsala",2,NA,NA,NA,0,"Geraniaceae","O","purple","p",5,NA,"native"
"1034","Geum rivale","Geum rivale L.","Jumkil",2,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1035","Geum rivale","Geum rivale L.","Haga",1,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1036","Geum rivale","Geum rivale L.","Vaksala",1,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1037","Geum rivale","Geum rivale L.","Gottsunda",2,"Geum rivale","Gottsunda","5 Uliginosa Amni",1,"Rosaceae","O","pink-red","p",4,NA,"native"
"1038","Geum rivale","Geum rivale L.","Danmark",1,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1039","Geum rivale","Geum rivale L.","Ultuna",1,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1040","Geum rivale","Geum rivale L.","Husby",2,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1041","Geum rivale","Geum rivale L.","GamlaUppsala",2,NA,NA,NA,0,"Rosaceae","O","pink-red","p",4,NA,"native"
"1042","Geum urbanum","Geum urbanum L.","Husby",3,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1043","Geum urbanum","Geum urbanum L.","Danmark",2,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1044","Geum urbanum","Geum urbanum L.","Ultuna",3,"Geum urbanum","Ultuna","1 Tegelhagen",1,"Rosaceae","O","yellow","p",7,NA,"native"
"1045","Geum urbanum","Geum urbanum L.","Jumkil",2,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1046","Geum urbanum","Geum urbanum L.","GamlaUppsala",3,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1047","Geum urbanum","Geum urbanum L.","Vaksala",2,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1048","Geum urbanum","Geum urbanum L.","Haga",2,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1049","Geum urbanum","Geum urbanum L.","Gottsunda",3,NA,NA,NA,0,"Rosaceae","O","yellow","p",7,NA,"native"
"1050","Glaux maritima",NA,NA,0,"Poa angustifolia","Danmark","1 Pratum Regium",1,"Primulaceae","O","pink","p",5,NA,"native"
"1051","Glechoma hederacea","Glechoma hederacea L.","Gottsunda",0,"Glechoma hederacea","Gottsunda","9 Praecipitia Gottsundensia",1,"Laminaceae","T","","p",7,NA,"native"
"1052","Glechoma hederacea","Glechoma hederacea L.","GamlaUppsala",2,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1053","Glechoma hederacea","Glechoma hederacea L.","Ultuna",2,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1054","Glechoma hederacea","Glechoma hederacea L.","Vaksala",0,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1055","Glechoma hederacea","Glechoma hederacea L.","Jumkil",1,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1056","Glechoma hederacea","Glechoma hederacea L.","Haga",0,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1057","Glechoma hederacea","Glechoma hederacea L.","Husby",0,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1058","Glechoma hederacea","Glechoma hederacea L.","Danmark",1,NA,NA,NA,0,"Laminaceae","T","","p",7,NA,"native"
"1059","Gnaphalium dioicum",NA,NA,0,"Gnaphalium dioicum","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1060","Gnaphalium montanum",NA,NA,0,"Gnaphalium montanum","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1061","Gnaphalium sylvaticum",NA,NA,0,"Gnaphalium sylvaticum","Jumkil","1 Sylva Deserta",1,"Asteraceae","T","pale brown","p",3,NA,"not_in_fe"
"1062","Gnaphalium uliginosum",NA,NA,0,"Gnaphalium uliginosum","Ultuna","4 Campus Polonicus",1,"Asteraceae","T","green","a",5,NA,"not_in_fe"
"1063","Hepatica nobilis","Hepatica nobilis","Gottsunda",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1064","Hepatica nobilis","Hepatica nobilis","Vaksala",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1065","Hepatica nobilis","Hepatica nobilis","GamlaUppsala",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1066","Hepatica nobilis","Hepatica nobilis","Husby",0,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1067","Hepatica nobilis","Hepatica nobilis","Danmark",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1068","Hepatica nobilis","Hepatica nobilis","Ultuna",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1069","Hepatica nobilis","Hepatica nobilis","Haga",0,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1070","Hepatica nobilis","Hepatica nobilis","Jumkil",1,NA,NA,NA,0,"Ranunculaceae","O","blue","",NA,NA,"native"
"1071","Heracleum sphondylium","Heracleum sphondylium L.","Gottsunda",0,"Heracleum Sphondylium","Gottsunda","8 Bovilia Pastoris",1,"Apiaceae","O","white","b",7,NA,"native"
"1072","Heracleum sphondylium","Heracleum sphondylium L.","Jumkil",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1073","Heracleum sphondylium","Heracleum sphondylium L.","Vaksala",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1074","Heracleum sphondylium","Heracleum sphondylium L.","Ultuna",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1075","Heracleum sphondylium","Heracleum sphondylium L.","Husby",1,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1076","Heracleum sphondylium","Heracleum sphondylium L.","Danmark",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1077","Heracleum sphondylium","Heracleum sphondylium L.","Haga",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1078","Heracleum sphondylium","Heracleum sphondylium L.","GamlaUppsala",0,NA,NA,NA,0,"Apiaceae","O","white","b",7,NA,"native"
"1079","Herniaria glabra",NA,NA,0,"Herniaria glabra","Ultuna","4 Campus Polonicus",1,"Carophyllaceae","O","green","b",2,NA,"native"
"1080","Hieracium auricula",NA,NA,0,"Hieracium Auricula","Vaksala","2 Agri Waxalenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1081","Hieracium canadense","Hieracium canadense","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1082","Hieracium canadense","Hieracium canadense","GamlaUppsala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1083","Hieracium canadense","Hieracium canadense","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1084","Hieracium canadense","Hieracium canadense","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1085","Hieracium canadense","Hieracium canadense","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1086","Hieracium canadense","Hieracium canadense","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1087","Hieracium canadense","Hieracium canadense","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1088","Hieracium canadense","Hieracium canadense","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1089","Hieracium dubium",NA,NA,0,"Hieracium dibium","Vaksala","2 Agri Waxalenses",1,"Asteraceae","O","yellow","",NA,NA,"native"
"1090","Hieracium murorum","Hieracium murorum L.","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1091","Hieracium murorum","Hieracium murorum L.","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1092","Hieracium murorum","Hieracium murorum L.","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1093","Hieracium murorum","Hieracium murorum L.","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1094","Hieracium murorum","Hieracium murorum L.","GamlaUppsala",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1095","Hieracium murorum","Hieracium murorum L.","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1096","Hieracium murorum","Hieracium murorum L.","Gottsunda",0,"Hieracium murorum","Gottsunda","10 Rupes Gottsundenses",1,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1097","Hieracium murorum","Hieracium murorum L.","Jumkil",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"1098","Hieracium paludosum",NA,NA,0,"Hieracium paludosum","Jumkil","1 Sylva Deserta",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1099","Hieracium pilosella","Hieracium pilosella L.","Ultuna",0,"Hieracium Pilosella","Ultuna","4 Campus Polonicus",1,"Asteraceae","O","yellow","",NA,NA,"native"
"1100","Hieracium pilosella","Hieracium pilosella L.","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1101","Hieracium pilosella","Hieracium pilosella L.","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1102","Hieracium pilosella","Hieracium pilosella L.","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1103","Hieracium pilosella","Hieracium pilosella L.","GamlaUppsala",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1104","Hieracium pilosella","Hieracium pilosella L.","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1105","Hieracium pilosella","Hieracium pilosella L.","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1106","Hieracium pilosella","Hieracium pilosella L.","Vaksala",2,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1107","Hieracium praemorsum",NA,NA,0,"Hieracium praemorsum","Gottsunda","7 Pratum Gottsundense",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1108","Hieracium tridentatum","Hieracium tridentata","GamlaUppsala",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1109","Hieracium tridentatum","Hieracium tridentata","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1110","Hieracium tridentatum","Hieracium tridentata","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1111","Hieracium tridentatum","Hieracium tridentata","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1112","Hieracium tridentatum","Hieracium tridentata","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1113","Hieracium tridentatum","Hieracium tridentata","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1114","Hieracium tridentatum","Hieracium tridentata","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1115","Hieracium tridentatum","Hieracium tridentata","Jumkil",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1116","Hieracium umbellatum","Hieracium umbellatum L. ","Danmark",2,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1117","Hieracium umbellatum","Hieracium umbellatum L. ","GamlaUppsala",3,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1118","Hieracium umbellatum","Hieracium umbellatum L. ","Husby",2,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1119","Hieracium umbellatum","Hieracium umbellatum L. ","Haga",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1120","Hieracium umbellatum","Hieracium umbellatum L. ","Gottsunda",1,"Hieracium umbellatum","Gottsunda","11 Praedium Wardsattra",1,"Asteraceae","O","yellow","",NA,NA,"native"
"1121","Hieracium umbellatum","Hieracium umbellatum L. ","Jumkil",2,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1122","Hieracium umbellatum","Hieracium umbellatum L. ","Vaksala",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1123","Hieracium umbellatum","Hieracium umbellatum L. ","Ultuna",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"native"
"1124","Hieracium vulgare","Hieracium vulgata","Danmark",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1125","Hieracium vulgare","Hieracium vulgata","GamlaUppsala",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1126","Hieracium vulgare","Hieracium vulgata","Gottsunda",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1127","Hieracium vulgare","Hieracium vulgata","Haga",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1128","Hieracium vulgare","Hieracium vulgata","Husby",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1129","Hieracium vulgare","Hieracium vulgata","Ultuna",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1130","Hieracium vulgare","Hieracium vulgata","Vaksala",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1131","Hieracium vulgare","Hieracium vulgata","Jumkil",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1132","Hippuris vulgaris",NA,NA,0,"Hippuris vulgaris","Ultuna","6 Fons Sandwiksensis",1,"Plantaginaceae","O","red","p",4,NA,"native"
"1133","Hydrocharis morsus ranae",NA,NA,0,"Hydrocharis Morsus ranae","Ultuna","7 Ultuna",1,NA,NA,NA,NA,NA,NA,"native"
"1134","Hylotelephium telephium","Hylotelephium telephium","Jumkil",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1135","Hylotelephium telephium","Hylotelephium telephium","Ultuna",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1136","Hylotelephium telephium","Hylotelephium telephium","Vaksala",1,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1137","Hylotelephium telephium","Hylotelephium telephium","GamlaUppsala",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1138","Hylotelephium telephium","Hylotelephium telephium","Husby",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1139","Hylotelephium telephium","Hylotelephium telephium","Haga",1,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1140","Hylotelephium telephium","Hylotelephium telephium","Danmark",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1141","Hylotelephium telephium","Hylotelephium telephium","Gottsunda",0,NA,NA,NA,0,"Crassulaceae","O","pink","",NA,NA,"not_in_fe"
"1142","Hyoscyamus niger",NA,NA,0,"Hyoscyamus niger","Jumkil","3 Plateae Urbis Upsaliensis",1,"Solanaceae","O","yellow and dark red","b",9,NA,"native"
"1143","Hypericum hirsutum",NA,NA,0,"Asperula tinctoria","Ultuna","9 Liljeholmen",1,"Hypericaceae","O","yellow","p",5,NA,"native"
"1144","Hypericum maculatum","Hypericum maculatum ","Gottsunda",0,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1145","Hypericum maculatum","Hypericum maculatum ","Jumkil",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1146","Hypericum maculatum","Hypericum maculatum ","Danmark",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1147","Hypericum maculatum","Hypericum maculatum ","Vaksala",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1148","Hypericum maculatum","Hypericum maculatum ","GamlaUppsala",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1149","Hypericum maculatum","Hypericum maculatum ","Ultuna",0,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1150","Hypericum maculatum","Hypericum maculatum ","Husby",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1151","Hypericum maculatum","Hypericum maculatum ","Haga",0,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1152","Hypericum montanum","Hypericum montanum","Haga",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1153","Hypericum montanum","Hypericum montanum","Vaksala",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1154","Hypericum montanum","Hypericum montanum","Ultuna",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1155","Hypericum montanum","Hypericum montanum","Jumkil",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1156","Hypericum montanum","Hypericum montanum","Gottsunda",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1157","Hypericum montanum","Hypericum montanum","GamlaUppsala",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1158","Hypericum montanum","Hypericum montanum","Danmark",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1159","Hypericum montanum","Hypericum montanum","Husby",0,NA,NA,NA,0,"Hypericaceae","O","yellow","p",2,NA,"native"
"1160","Hypericum perforatum","Hypericum perforatum L.","Ultuna",0,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1161","Hypericum perforatum","Hypericum perforatum L.","Gottsunda",2,"Hypericum perforatum","Gottsunda","10 Rupes Gottsundenses",1,"Hypericaceae","O","yellow","p",5,NA,"native"
"1162","Hypericum perforatum","Hypericum perforatum L.","Jumkil",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1163","Hypericum perforatum","Hypericum perforatum L.","GamlaUppsala",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1164","Hypericum perforatum","Hypericum perforatum L.","Haga",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1165","Hypericum perforatum","Hypericum perforatum L.","Husby",1,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1166","Hypericum perforatum","Hypericum perforatum L.","Danmark",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1167","Hypericum perforatum","Hypericum perforatum L.","Vaksala",2,NA,NA,NA,0,"Hypericaceae","O","yellow","p",5,NA,"native"
"1168","Hypnum abietinum",NA,NA,0,"Hypnum abietinum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1169","Hypnum aduncum",NA,NA,0,"Hypnum aduncum","Ultuna","6 Fons Sandwiksensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1170","Hypnum alopecurum",NA,NA,0,"Hypnum alopecurum","Vaksala","3 Prata Ekensia & Fallensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1171","Hypnum bryoides",NA,NA,0,"Hypnum Bryoides","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1172","Hypnum complanatum",NA,NA,0,"Hypnum complanatum","Gottsunda","12 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1173","Hypnum crista",NA,NA,0,"Hypnum Crista castrenfis","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1174","Hypnum cupressiforme",NA,NA,0,"Hypnum cupressiforme","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1175","Hypnum curtipendulum",NA,NA,0,"Hypnum curtipendulum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1176","Hypnum dendroides",NA,NA,0,"Hypnum dendroides","Gottsunda","7 Pratum Gottsundense",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1177","Hypnum parietinum",NA,NA,0,"Hypnum parietinum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1178","Hypnum proliferum",NA,NA,0,"Hypnum proliferum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1179","Hypnum purum",NA,NA,0,"Hypnum purum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1180","Hypnum scorpioides",NA,NA,0,"Hypnum scorpioides","Jumkil","2 Palus Jumkilensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1181","Hypnum sericeum",NA,NA,0,"Hypnum jericeum","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1182","Hypnum taxifolium",NA,NA,0,"Hypnum taxifolium","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1183","Hypnum triquetrum",NA,NA,0,"Hypnum triquetrum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1184","Hypnum velutinum",NA,NA,0,"Hypnum velutinum","Ultuna","5 Silva Regia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1185","Hypochaeris maculata","Hypochaeris maculata ","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1186","Hypochaeris maculata","Hypochaeris maculata ","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1187","Hypochaeris maculata","Hypochaeris maculata ","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1188","Hypochaeris maculata","Hypochaeris maculata ","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1189","Hypochaeris maculata","Hypochaeris maculata ","Gottsunda",0,"Hypochaeris maculata","Gottsunda","7 Pratum Gottsundense",1,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1190","Hypochaeris maculata","Hypochaeris maculata ","GamlaUppsala",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1191","Hypochaeris maculata","Hypochaeris maculata ","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1192","Hypochaeris maculata","Hypochaeris maculata ","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"not_in_fe"
"1193","Impatiens glandulifera","Impatiens glandulifera Royle","Danmark",0,NA,NA,NA,0,"Balsaminaceae","O","pink","a",7,NA,"exotic"
"1194","Impatiens glandulifera","Impatiens glandulifera Royle","Vaksala",0,NA,NA,NA,0,"Balsaminaceae","O","pink","a",7,NA,"exotic"
"1195","Impatiens glandulifera","Impatiens glandulifera Royle","GamlaUppsala",0,NA,NA,NA,0,"Balsaminaceae","O","pink","a",7,NA,"exotic"
"1196","Impatiens glandulifera","Impatiens glandulifera Royle","Gottsunda",0,NA,NA,NA,0,"Balsaminaceae","O","pink","a",7,NA,"exotic"
"1197","Impatiens glandulifera","Impatiens glandulifera Royle","Ultuna",1,NA,NA,NA,0,"Balsaminaceae","O","pink","a",7,NA,"exotic"
